,year,text,sender,sentiment,emotion
611,1911,murano carissima livia ieri dopo il mio arrivo ero quasi pentito di essere partito cosi di buon ora perché trovai la fabbrica occupata dalla dogana che imprendeva la denaturazione del benzolo arrivato sabato tuttavia finii coll avvantaggiarmi non poco questa notte poi ho dormito un po più di ore e cosi siamo saldati trovai gilda e italia addolorate perché alla sorella del sig cappellotto capitò un otite per cui occorse una pronta operazione nella casa di salute dello specialista che non garantisce neppur ora della vita della ragazza spese ingenti poi significantissime dato lo stato finanziario di quella famiglia questa sera sei sicuramente al comunale tu canaglia mentre io avendo scontato tutto il sonno che restava a mia disposizione chissà cosa farò salutami titina non vedo l ora che passi questa settimana che promette di essere lunga anzichenò ti abbraccio di cuore tuo ettore,Ettore Schmitz,negative,sadness
612,1911,alla moglie murano carissima livia ricevo la cara tua del spero che saprete indurre olga di farsi vedere da un medico io chiamerei senz altro zencovich per le zanzare dovresti imprendere una buona lotta perché è cosa che non si può sopportare io direi di affumicare le stanze con moltissimi zampironi e poi lasciare lungamente chiuse le stufe e aperte le finestre io penso d arrivare anche questa volta sabato alle di notte giacché sono qui è meglio che lavori fino in fondo quel viaggiare di pieno giorno mi dà ancora maggior noia dammi ogni giorno notizie di adolfo spero bene che non sia nulla sta attenta anche tu di non uscire troppo con tanta influenza calcolo che con febbre tanto alta a quest ora vela stia bene ieri al telefono ho udita la cara voce di letizia intanto che tu canaglia eri a teatro salutami tutti ti abbraccio di cuore ettore prego gentilmente v s volermi cedere intonaco per averoff verso dep cauzionale in contanti e restituz entro giorni g v,Ettore Schmitz,negative,anger
613,1911,alla moglie murano carissima livia ricevo la cara tua dell mi dispiace che tu sii stata male a teatro è vero che ciccai di non trovarti a casa ma non ti augurai nulla di male e spero che non crederai di dover attribuire a me i tuoi dolori di pancia spero che a quest ora vela sia perfettamente ristabilita qui il lavoro mi cammina benone mangio e dormo come se fossi in due i tubi dell acqua si sono spezzati oggi appena grazie alla mia buona ventura in casa l acqua affluisce regolarmente il cassone è isolato non avrei mai creduto che joyce avrebbe accettato il mio invito hanno ragione in china ove la buona educazione impone di non accettare inviti del resto non mi fa affatto dispiacere gli prenderò a nolo una gondola perché i n gondolieri non vanno che a due ed io non posso fare a meno di due operai quest è l ultima lettera per questa settimana arrivo sabato alle e tanti non ricordo l ora precisa farò in modo di avere cor in tasca per il caso in cui non aveste da mandarmi la carrozza ma se la mandate mandatela a tempo perché l altra volta ho pagato fior per riscattarmi da una vettura che avevo impegnata a ben rivederci tuo ettore tanti baci cara livia li dimenticavo nella penna,Ettore Schmitz,negative,sadness
614,1911,alla moglie murano marzo carissima livia spero che dopo la mia partenza avrai ripreso sanamente sonno io dormii un poco in treno ma troppo poco e passai una giornata piuttosto brutta lersera mi coricai alle e dormii fino alle sei gioachino procedette oltre e sarà qui e probabilmente anche a trieste domani io ritorno senz altro sabato alle di notte e non ti telegrafo perché posso vedere già ora che non potrei partire alle e arrivata la lignite e questi due giorni ho avuti ben pochi operai ti dò un abbraccio che vorrai dividere con titina tuo ettore,Ettore Schmitz,negative,sadness
615,1911,alla moglie murano carissima livia son via di trieste da circa giorni e non lavoro ancora da un giorno sarebbe stato circa lo stesso partire questa mane bravin è tuttavia malato cimutti è fuori per ritirare della merce ed ho due avventizii che vanno ora a prendere olga che telegrafò il suo arrivo di casa non ho dunque nessun operaio fuori di bortolo sono perciò un po seccato speriamo che tuttavia tutto finirà bene incomincio a credere che il non fumare sia molto malsano quando avrò incassate da bruno le cor fumerò di nuovo e abituerò anche te e titina a fumare non voglio mica star bene solo io ti abbraccio di cuore tuo ettore,Ettore Schmitz,negative,sadness
616,1911,alla moglie murano carissima livia ricevetti la cara tua del di stomaco sto bene ma non quanto la mia virtù meriterebbe io ricordo un epoca in cui fumavo come un turco e mangiavo come un lupo e stavo tuttavia bene e vero che avevo anni ma che c entra questo ho piacere che hai comperato un vestito nuovo saremo assai di nuovo quest anno dopo la mia ultima visita a bearzi ti prego di non dimenticare di comperarmi una spazzola di denti buona da parecchi giorni per paura della peritiflite non mi lavo più i denti non vorrei che la signorina hitti venga qui prima di domenica se viene venerdì mi porta via gondolieri e questa settimana sono proprio in malora in fabbrica sto meditando nuovi tormenti per il mio arrivo giacché ti mancano ti abbraccio di cuore tuo ettore,Ettore Schmitz,negative,sadness
617,1911,alla moglie murano carissima livia ho ricevuto la cara tua elei e ti ho imitata e non ti ho scritto col mezzo di olga perché altrimenti avresti ricevuto oggi la lettera e poi più niente cosi è stabilito che gilda non verrà a salutarvi a trieste come essa avrebbe voluto olga prese qui congedo definitivo ma dopo pasqua noi due dovremo venire a stare qui qualche tempo finché la hitti avrà fatto un po di pratica io arriverò sabato notte perché ho anche da mettere diverse cose in ordine la prossima settimana vedrò la salomè per brutta che sia mi piacerebbe udirla ancora una volta cambiando il baritono forse la bellincioni si animerà meglio arrivederci cara livia ti abbraccio di cuore tuo ettore,Ettore Schmitz,negative,sadness
618,1911,alla moglie murano carissima livia more solito ho dormito dieci ore ieri feci un viaggio poco piacevole a causa dell enorme affluenza di gente appena appena seppi conservare il mio posticino in vagone con me c era la signora rimini la bisogni coi figli va a roma la hitti mi pare per quanto se ne possa giudicare una ragazza avveduta ed energica non vedo l ora di vederla sola prende vivo interesse a tutto quello che ha da fare e capisce presto cosi dice di lei anche gilda abbiamo la serva e di urbino ed io la chiamo l urbinate come il sanzio ma è brutta come se invece che di raffaello fosse compatriota di zangrando questa è la prima e ultima lettera che ti scrivo per questa volta suppongo che quando verrai qui ti troverai bene la hitti non mangia con noi ci sentiremo certamente molto chez nons ed io quando sarò solo molto chez moi qui italia e gilda tanto e poi tanto ti salutano ti abbraccio di cuore tuo ettore,Ettore Schmitz,positive,joy
619,1911,alla moglie murano carissima livia more solito ho dormito lungamente questa notte perché sono arrivato veramente copà lasciai la mia stanza a gioachino e olga cosi dormii nel centro della casa e tutti poterono udirmi viaggiai ieri con la burchi e suo marito è piuttosto bruttina ma ha un color di capelli incantevole rame oscuro ha la faccia io credo rovinata dal belletto non è molto intelligente ma piuttosto gradevole di bruno mi disse mi faceva compassione un pezzo tanto lungo sono curioso dell articolo di gigi m gian giacomo manzutto il marito della burchi dev essere un furbo grande è tutt intento alla sua industria adesso concede un riposo alla moglie dicendo e giovine e altrimenti la voce potrebbe guastarsele letizia avrà un lutto per il suicidio di salgari falle le mie condoglianze olga e gioachino viaggiarono con ferrari cosi eravamo in pieno comunale la signorina qui è piena di buona volontà e spero farà bene mangio anche discretamente non vorrei decidere per ischl senz aver parlato con te e facesti male di mandarmi la lettera senza dirmi un deciso tuo parere ischl dev essere una villeggiatura deliziosa e farebbe al caso nostro quest anno che abbiamo da spendere per il viaggio a roma e napoli spero che la prossima tua lettera m apporterà una tua decisione il bello si è che ottavio schmitz scrive i miei andranno quasi certo e quel noi tutti significa loro tutti o noi tutti con loro questi g mi sono abbastanza sgradevoli spero che i prossimi sieno più belli sei sempre tanto occupata dagli altri che di me neppure ti ricordi trovo del resto giusto che eviti i pensieri sgradevoli ti abbraccio di cuore tuo ettore saluta dalia bassich e suo padre come diavolo mi racconterai a voce,Ettore Schmitz,negative,sadness
620,1911,alla moglie murano ore dopo l ultima sigaretta carissima livia mi dispiace enormemente che tu non sia con me a festeggiare il mio centenario del resto non ho nulla di nuovo da dirti ho da fare ma pochi operai e spero domani di averne di più è l ora della posta ed è venuto or ora il dr pasqualigo e mi nascosi finché non finisco questa lettera credo che oggi abbiate la cena per elvina veneziani ricordami in tutte le occasioni e sabato telegraferò ma non ricordo più l indirizzo spero che a letizia sieno passati quei dolori conseguenti all influenza ed aspetto tue nuove ti abbraccio di cuore tuo ettore,Ettore Schmitz,negative,sadness
621,1911,alla moglie murano ore carissima livia son qui da giorni ma finora non vidi nulla di tuo scritto vuol dire che se non mi scrivesti questa volta io non ti scrivo più come vedi qui sopra sono più di ore che non fumo e un po dura ma per un anno voglio starci e voglio le cor di quel mus di bruno che imparerà cosi a giuocare e gettare il denaro al vento trascorso quest anno voglio fumare tanto da compensarmi di tanta privazione tra altro debbo dirti che non mi sento troppo bene sto bene ma trovo che non è tanto quanto meriterei non mi basta mai i bruciori allo stomaco sono cessati del tutto quantunque mangio come un maiale soffro un po d insonnia perché non dormo che ore per notte sono molto più serio e rido poco ciò che dovrebb essere male insomma vedrai come sono non so ancora adesso se arriverò alle o a mezzanotte perciò all ultimo momento ti telegraferò ti abbraccio di cuore tuo ettore italia e gilda o viceversa tanto ti salutano,Ettore Schmitz,negative,sadness
622,1911,alla moglie murano carissima livia veramente data la telefonata di poco fa per la quale ti ringrazio non ci sarebbe più bisogno di scriverci ma io questa volta ho poco da fare e posso almeno fare un po di letteratura spicciola che so ti fa piacere naturalmente come puoi immaginare qui il più di tutto si fa un gran parlare del colera ed io al mio arrivo andai subito da siora pina cimutti che è informata di tutto quanto avviene a venezia e a s dona di piave e la intervistai sugli avvenimenti più recenti fu come se avessi levato un ostacolo all acqua corrente fui travolto da una corrente di parole e cosi posso informarti di tutto essa anni or sono diversi anni or sono fu a s paolo fra gli americani ma tutti erano italiani e parlavano come noi un bel giorno che c è che non c è capita il colera pigliavano il colera e morivano tutti neri saranno stati neri prima dissi io col desiderio di istruirla ma che disse essa offesa era la malattia che li faceva neri prima i piedi poi la pancia e poi la testa tutti neri come il diavolo sarà stata la febbre gialla siora pina ma non gialla disse essa nera nera nera alzava la voce sdegnata pigliavano dunque il colera e morivano di fiere ritta essa si spaventò tanto da avere tutta la ma buia ma il dottore la tranquillò voi siora pina non avete che paura e se morirete di paura andrete dritta all inferno cosi essa si acquietò qui a venezia già si sa la malattia è meno grave qui muoiono di tifo quando prendotio il colera e divenne vivace qui si diventano gialli lai tifo essa ha già vista la malattia a venezia non li crederebbe ma sei mesi fa quando era all ospitale vide morire due della brutta malattia curioso che nessuno ne seppe nulla ma è proprio cosi erano due infermiere ed una le si gettò addosso sul letto ah siora pina come sto male e mori poco dopo siora pina stette poi a vedere per qualche tempo se la malattia le si manifestasse stette sempre bene e neppure adesso la malattia ella non l ha però ebbe una disgrazia di questi giorni arrivò qui una sua nessa da s dona di piave divenuta cieca e con la faccia gonfia cosi essa la condusse all ospitale ma là il dottore le diede una ramanzina terribile avete dei bei dottori a s dona prima li accecate gli ammalati disse proprio cosi e poi li mandate qui la povera pina restò male perché in fondo essa è proprio di s dona bortolo che andai ad intervistare subito dopo disse che della malattia a lui non importava nulla perché egli non usava bere acqua mi diede uno sguardo pieno di malizia e mi domandò che cosa io ora bevessi tè gli dissi el tè el fa el convulso mi disse mi adesso che i ga la malattia a venezia non bevo più nostran ma meridional pare però che bortolo sia il più spaventato toni gli fece credere di stare molto male è vero che bortolo non gli credette ma pure mi pare di capire che nella sua faccia gioviale ci sia una linea che dinoti preoccupazione mi dispiace di apprendere il nuovo dispiacere che colpisce enrico walmarin se adolfo walmarin fu tanto furbo di non farsi troppo male allora vuol dire che non è molto degenerato altrimenti anche se si salva la cosa è gravissima sai che ne hai fatta una di grossissima m hai lasciato senza fazzoletti con questo caldo e con quanto sudo la noia che mi risulta da questa tua dimenticanza è grave vedrò se la hitti potrà aiutarmi questa mia dovrebbe arrivarti domani se ti perviene in tempo salutami caramente marco che sta per partire ti prego di ricordare a bepi che l unica cosa cui bisogna provvedere qui è il verderame ti prego di notare che se non telegrafo arrivo sabato alle telegraferei se avessi da arrivare di notte un abbraccio a te e a titina tuo ettore,Ettore Schmitz,negative,fear
623,1911,alla moglie murano carissima livia devo darti una ben triste notizia il colera è riapparso a venezia l ho saputo al mio arrivo intanto checchi che era stato a burano la domenica mi raccontò che in paese c erano stati casi io osservai che a venezia non ce n erano e lui con una scrollatina di spalle mi rispose che nei paesi piccoli si sapeva quello che avviene mentre nelle città maggiori è più facile celare le magagne a murano ci sono due famiglia in contumacia la nostra serva mi racconta che qui a murano la gente è pazza e che ella sa di uno che la settimana scorsa scommise da mangiare non sa quanti caperozzoli non sa però dirmi se fu a costui che toccò la punizione alquanto inadeguata del colera iersera poi ebbi la conferma ufficiale che anche a venezia è scoppiata di nuovo la malattia avevo trovato in fabbrica andrea tagliapietra che anche tu conosci era un buon segno perché fino ad allora era stato occupato quale monatto gli comunicai che probabilmente se mi serviva bene avrei ottenuto da trieste il permesso di riprenderlo stabile ne fu lietissimo alla sera alle otto vengo chiamato al telefono e mi si annunzia un infermiere capo del municipio di venezia il quale m informa che andrea tagliapietra è il più pratico degli avventizii e che ne avrebbero bisogno ma che lui non accetta di abbandonarmi se non ottengono il mio permesso l infermiere soggiunse anche che dovevo avere riguardo anche all utile del mio operaio che percepiva un salario altissimo diedi subito il mio consenso per quanto mi seccasse enormemente di perdere andrea ma non voglio in alcun modo avere ostacolato nel mio piccolo ossia nel piccolo di andrea il bene di venezia andrea deve poi percepire un bel salario perché s era disgustato che gli avevano liquidato solo franchi al giorno dice ch è un lavoro terribile e che egli preferirebbe stare tutto il giorno alla cotta piuttosto che lavorare con quegli stracci ed i disinfettanti che gli bruciano i vestiti ti ho scritto tutto questo perché non mandiate qui nessuno a divertirsi c è piccolissimo rischio a lavorare ma a divertirsi si anche tu farai bene di non venire non essendoci scopo io userò tutte le prudenze e cosi non c è pericolo ma la prudenza non è molto divertente e perciò non c è scopo di venir qui aspetto delle cassette che m occorrono per il lavoro della settimana prossima se non arrivassero verrei sabato a casa quantunque scommetto che quest ora cominceranno le noie per quelli che vengono da venezia di anche a olga e gioachino che non si rammarichino ch io sono qui perché non sono affatto impressionato io ho paura della vecchiaia e non del colera lavoro avanti senz affatto affaticarmi con le mie regolari tre cotte alla settimana che per qui sono veramente poche questa notte ho dormito come un santo dopo pranzo ho anche dormito ora ho abolito oltre che il fumo anche il caffè e i suoi surrogati e sto un po meglio l insonnia che mi torturava quest ultimo tempo ha diminuito di tanto che dormirei tutto il giorno a casa anche ritornerò al latte hai dato i denari a p la signorina hitti diede a bruno perché me le consegni le lire restituitemi da bravili egli dimenticò di consegnartele e se ti parla della scommessa pregalo di versarti un acconto delle corone perché oramai è definitivo dal luglio e ho bisogno di denari,Ettore Schmitz,negative,sadness
624,1911,alla moglie murano carissima livia per non dimenticare la signorina hitti mi domanda di avvisare olga che per lunedi mattina senza fallo il suo vestito sarà fatto ho ricevuto la cara tua dell io ho piacere questa volta che non sei venuta perché non avrei amato saperti in giro per la città e ti saresti annoiata troppo di restare a casa io resto qui tranquillo anche tutta la settimana prossima perché le cassette di rosso sono arrivate ciò di cui vorrai avvisare in ufficio ti prego anche di dire a bepi di mandarmi il verderame col lloyd che me lo dà sempre fuori subito e non con la navigazione che mi fece bdzillare due giorni per averlo mi dispiace quanto mi dici del lascito di steno tedeschi non si trovò traccia del libretto della cassa di risparmio ti mando acclusa la ricevuta delle pensioni credo sara finzi abbastanza intelligente per infischiarsi di lettere anonime salutami caramente marco cominciano i frutti di questa solitudine e non ho niente da scriverti lo sposo di gilda è sempre a venezia me lo disse bortolo ti abbraccio di cuore tuo ettore bacia per me titina pensa che sabato sera è il redentore io spero che i festaiuoli veneziani resteranno quest anno a casa o almeno non pigleranno tante sbornie,Ettore Schmitz,negative,sadness
625,1911,alla moglie murano carissima livia ho operai in fabbrica e sono tutti occupati a vuotare cosi che io ho qualche ora di tempo se non sarò troppo poltrone per la prima volta dacché sono qui farò qualche scala sul violino oggi non ho ancora ricevute tue lettere mi arriverà probabilmente alle cinque avrei piacere che venisse qui gioachino nella casa di checchi in cucina c è una grande umidità e vorrei ottenere da lui il permesso di farla pavimentare oggi è nata un altra bambina a quel povero cimutti mezz ora dopo nata me la portarono in fabbrica per pesarla pesava nientemeno che eh con qualche straccio che aveva addosso aveva le manine livide dal freddo e batteva i denti le gengive forse morrà ma serenella è ben fertile dovresti venire a starci anche tu oggi il gazzettino pubblica la proibizione del sindaco di festeggiare il redentore il colera dice il giornale serpeggia di fuori e il sindaco credette di non assumersi la responsabilità di far affluire a venezia decine di migliaia di pellegrini poi soggiunge abbiamo notato ieri che le scorpacciate del sabato testé decorso produssero dei casi di enterite acuta di forma infettiva verificatisi domenica e lunedi ora siamo tornati allo stato normale poi dà ragione al sindaco pel suo decreto e dice di poter assicurare che a venezia nulla si ha da temere del colera quando non si voglia di proposito procurarsi delle infezioni cibandosi di frutta infettate dalle mosche di pesce e carne non freschi di crostacei ecc ecc anche il latte portato dalla campagna ecc ecc e conclude dunque in venezia nessun timore purché si abbiano le precauzioni volute e noi sappiamo che avendo tante precauzioni non c è da aver nessun timore neppure a riga o in qualunque altro posto della russia cimutti mi racconta che in passato i nostri operai entravano nella stazione merci per ritrovare più presto le cassette che ci appartenevano adesso non lo permettono più la stazione merci evita ogni contatto con la città questo è quanto ho potuto capire da cimutti che a momenti veniva legato perché voleva entrare a tutti i costi il popolo poi generalmente asserisce che non è ancora morto nessuno qui di colera i medici l hanno trovata mettono acqua in un buco che fanno nel braccio e poi fregano per ore ed è finita io non escludo che ci sia qualche cosa di vero in tale diceria si tratterà d iniezioni endovenose di acqua salata faresti bene di distruggere senz altro quella lettera anonima per sara non c è scopo di mandare al suo indirizzo una tale bruttura se avrò voglia avendo riposato il pomeriggio mi farò portare questa sera in canalazzo alla serenata come è marco stanco mi gira la testa quando penso alla quantità di pittura veneziani che si fece nei tre luoghi in quest ultimo tempo peccato il colofonio domenica penso di alzarmi di buon ora e di andare al lido cosi evito l affollamento e nel pomeriggio vado a riposare come vanno i bagni ne fate voi qualcuno finirete con l amare quel posto a zaule vedo nel gazzettino una reclame pei bagni di mare a san pietro in volta con ville appartamenti palazzine ecc m informerò per gli anni prossimi se c è qualche cosa di buono che valga il lido e costi meno nell avviso si parla di spiaggia piana sabbiosa sicura spero che sarai contenta di me è un letterone questo mi pare di vederti quieta tranquilla senza il vecchio da canto di sera metterai i guanti bianchi con smerdoc di sotto i ricci saranno allacciati la faccia oleosa e biancastra e dormirai sempre dalla stessa parte forse guardando il mio letto ora che non ci russo nessuno ti tira le code e te le tirerei veh se ti avessi accanto bacia la piccola grossa canaglia salutami tutti un abbraccio di cuore dal tuo affo ettore,Ettore Schmitz,negative,fear
626,1911,alla moglie murano carissima livia ricevo la cara tua del e sono proprio spiacente di non poter compiacerti ma io con questa caldana non vado a fare ore di viaggio per passare poche ore a trieste alzarmi lunedi alle della mattina disturbandovi tutti e meglio che distribuisca la mia domenica in modo da tranquillarti dunque io mi leverò di buon ora come al solito e andrò al lido dopo di aver preso il mio caffè a casa passerò la mattina al lido e poi ritorno a casa e non mi movo più non prenderò niente in bocca fuori di casa dunque non ci sono pericoli finora debbo dirti che soffro di tutt altro che di colera come al solito se trovassi un po di microbi crepati ne ciucierei volontieri a casa la hitti cucina per me l acqua nel samovar e poi la mette in fresco finora per rendere meno insipida tale acqua ci gocciavo dentro del limone oggi mi feci comperare del tamarindo di erba che qui costa cent alla bottiglia non mangio altre frutta che cotte né insalate o roba simile pare che lo sforzo di questa povera città per vincere il morbo sia enorme intanto tutti piangono miseria e credo che effettivamente ve ne sia e certo che avevano già vinto il male tanto da cessare la sorveglianza furono presi all impensata lunedi e martedì altrettanto all impensata quanto la prima volta e pare che il nuovo scoppio del morbo sia dovuto a certe scorpacciate che seguirono alla serenata ch ebbe luogo sabato lersera avrei voluto andare alla serenata senza scorpacciate ch ebbe luogo a san marco si può dire che nella giornata non avevo lavorato niente ma la noia di farmi la barba e di cambiare vestito valse più che il lungo digiuno e restai a casa oggi il gazzettino ritorna sull argomento del redentore per dare ragione al sindaco a questo proposito asserisce che le capanne al lido sono piene dice tra altro che oramai che a venezia abbiamo yacqua perfetta non c è più da aver paura ed io questo credo e credo anche che sia un eccesso il bere l acqua bollita che è la sola cosa che mi secchi tuttavia continuo e sta serena che io non manco di precauzioni il gazzettino dice invece molte famiglie veneziane stupidamente anticiparono la loro andata in villeggiatura in fabbrica in luogo di andrea che mi fu tolto dal colera ho certo zuccotto soprannome assolutamente equivalente a zuccone e ben meritato che dal colera mi fu mandato il poverino vendeva crostacei e gli proibirono tale commercio versandogli in compenso lire per tutto il tempo in cui dureranno le ragioni di tale proibizione pare non sia un commercio molto ricco zuccotto moriva di fame e adesso è qui abbandonandosi a tristi considerazioni sugl infondati sospetti che pesano sui poveri crostacei egli non sa che sta facendo la guerra ai crostacei mescolando le caldaie in complesso io non ne so niente ma ho il sentimento che siamo ben protetti e che sarebbe una bella scalogna che avesse da toccare a me che sono tanto prudente naturalmente io sono d accordo di contribuire al pagamento dei funerali di pepina giuseppina schmitz da arturo navarra andrò uno di questi giorni quando saremo noi a ischl tu e titina al più tardi partirete il di agosto con me se mi lasciano libero e senza di me se non mi lasciano bepi diceva che farei bene di andare prima del di agosto io non so se le circostanze hanno mutato tanto più che non so quando marco desidera di andare in permesso ma se non hanno mutato io parto non appena mi lasciano libero per me dunque non ci sono dubbi sono sicuro che a ischi potrò fare una cura di acqua di karls bacl di cui ho grande bisogno avendo avuto anche questa settimana una giornata di male di testa causa l opposto del colera di a letizia che le scriverò domani adesso poi devo andare in fabbrica un abbraccio di cuore dal tuo affo ettore ti scrivo dei volumi veh e non ho finito tutte le novità oggi è arrivato lord il cane il veterinario dice che guarirà se abbiamo cure ha le gambe posteriori deboli io credo che in passato athos accennava di avere la stessa malattia di cui poi guari gioachino dovrebbe ricordare ancora questa or ora zuccotto m offerse dei crostacei magnifici a buon mercato non li ha qui minacciai di denunziarlo e devo star attento che non ne venda agli operai,Ettore Schmitz,negative,fear
627,1911,alla moglie murano luglio carissima livia ricevo la cara tua del intanto mi fa piacere d indovinare dalla tua lettera che anche tu capisci come sarebbe una bella bestialità venir a trieste a passare la domenica sarebbe il vero modo d esporsi a qualche malanno io lavoro tranquillamente avanti e faccio in modo di partire da qui oggi a otto alle due a gioachino scrivo sta tranquilla che io ho ogni prudenza ti mando acclusa la circolare del comando di questo dipartimento marittimo agli operai per le norme da seguirsi onde evitare la gastro enterite infettiva ho imparato anch io qualche cosa da questa circolare e non mangio più burro la circolare m è stata procurata da bortolo oggi il comitato arsenalotti risponde sul gazzettino al comando ma invece che copiartelo ti mando il gazzettino che ti divertirà troverai nell articolo la salute e le mosche la frase caratteristica enterite acuta o colera che si voglia chiamarla cominciano a permettere di chiamarlo colera per brevità leggi anche nell articolo i tumulti di tavaro come la parola colera è evitata da quell articolo si capisce che neppure la provincia è immune ieri è stato a trovarmi andrea per scusarsi dell abbandono e per raccomandarsi per quando la malattia sarà cessata ebbi da lui delle notizie preziose sabato scorso non c era nessun caso a venezia domenica dopo la scorpacciata della notte ce ne furono undici di cui otto in calle della pegola profetico nome nei pressi dell arsenale e gli altri tre sparsi a castello lunedi ce ne furono dieci di cui più della metà nella stessa calle nei giorni susseguenti non ce ne furono che uno al giorno e ieri fino alle quattro del pomeriggio non ne fu denunziato alcuno in complesso si capisce che questi poveri veneziani fanno quello che possono e si può assolverli del delitto di mancata sincerità perché pare si tratti di una mancanza generale a tutta l italia infatti il corriere della sera parla con tutta tranquillità di un medico che presso roma a nettuno chil da roma fu quasi ucciso perché sospetto untore oppure dei disordini nei comuni presso palermo danneggiati da misure preventive ma ufficialmente il colera non v è andrea mi raccontò che finora il colera non c è stato in nessuna casa civile e che io non posso avere un idea quali antri in calle della pegola si chiamino case se andrea lo dice dev essere proprio vero andrea è adibito solo alle disinfezioni circi un centinaio di persone non fanno altro che occuparsi del colera di queste una trentina che ha contatti con gli ammalati è tenuta in assoluta segregazione quel povero joyce adesso deve anche mandare dei denari in irlanda ho comperato dei legacci e sono veramente sollevato non te ne parlerò pili gli altri te li riporto a casa per campione dei legacci che non bisogna comperare oggi vado da navarrà per vedere se le polizze sono in regola ci metterò un due orette passa la domenica meglio che puoi già le cose sono messe in modo senza colpa di nessuno che io poco ti posso mancare ti abbraccio di cuore tuo ettore io la domenica me la passerò cosi sveglia ant uscita alle dopo aver rifornito la pancia di tutti i liquidi occorrenti alle o sarò in acqua ove starò più tempo ch c possibile a ore corsa a pranzo oggi compererò un libro e poi leggerò evitando le pagine infette abbraccia per me titina non ho ancora ricevuto il suo trattato fotografico,Ettore Schmitz,negative,anger
628,1911,alla moglie murano carissima livia oggi sono privo di tue notizie forse le riceverò questa sera troppo tardi per risponderti oggi ho fatto un bagno delizioso al lido peccato la tua proibizione di mangiare fuori di casa perché quando sentii gli stimoli della fame corsi a casa e vi arrivai dissanguato erano circa le e visto che uscii di casa alle puoi pensare quale bagno ho fatto m imbattei in eugenio pollak che m offerse di salutarti al suo arrivo a trieste venezia è abbastanza vuota naturalmente le mercerie appaiono più affollate di qualunque nostra via ma non son più quelle e vi si cammina speditamente come in piazza al lido ove arrivai alle mi colpi la chiesa piena zeppa di gente i tramways andavano e venivano con molta gente ma i viali erano pressocché vuoti le ville e gli hotels mi parvero abbastanza vuoti ma vidi dappertutto qualche muso di forestiero stupito di tanta comodità anch io ebbi subito la mia cabina ma quando partii le cabine erano quasi tutte occupate sulla terrazza c erano alcuni curiosi e a mezzodì ci vidi due o tre famiglie che mangiavano un bel risotto alla milanese avrei pagato quanto avevo in tasca lit per poter prendere parte a tale banchetto dovrai pure indennizzarmi in qualche modo la vera tristezza era nelle capanne davanti al grand hotel che visitai in una passeggiata che feci nudo sulla sabbia che pace si capiva subito che mancava maria walmarin e i suoi bambini sulla sabbia alle saremo stati una dozzina fra uomini donne e bambini di dieci capanne otto erano chiuse invece al di là nel campo attribuito alle capanne private e degl impiegati privati l aspetto era quello di tutti gli anni insomma si può dire che finalmente venezia è dei veneziani fra tutte le lingue europee la più in uso attualmente è la veneziana trovai al ritorno la solita enorme folla sui battelli che arrivavano mentre al mio arrivo avevo avuto comodamente il mio posto ti ringrazio di avermi chiamato al telefono quella letizia che fuga cosi sono rimasto qui e credo di aver fatto bene domani ricomincio il lavoro calmamente come ho fatto sin qui non cerco altri operai del colera non ho altre notizie c è stato un caso al lido e feci pregare andrea di sapermi dire se potevo andare senza pericolo al bagno mi fece dire dal capovigile della sua squadra che il caso s era manifestato dalla parte estrema di s nicoletto e verso la laguna io sono convinto che persino dei casi di cui ti parlai molti non sono autentici c è in questo popolo un incredibile tendenza al buon umore e alla burla a murano non c è stato finora alcun caso di morte conoscono per nome cognome e soprannome tutti gli ammalati pasquale madalena col quale traghettai oggi al mio ritorno mi raccontò che tutti sanno che agli angeli ove c è la contumacia si vive benissimo e che l assenza di forestieri rende tutti inclini ad andare a villeggiare colà il resto è fatto dai medici che fanno quello che veramente devono pasqualigo udì parlare di uno che giorni or sono stette male ora sta benissimo ma dice che si sente un po strano pasqualigo gli mandò i carabinieri ieri e il paese era tutto sossopra e cosi agli angeli c è un intera famiglia di più io non dico che facciano male ma pasquale dice che quel signore che si sentiva strano non poteva sentirsi bene perché mancava di pecunia chissà che sorta di microbo gli troveranno sai che scrivendoti consumai tutto l inchiostro del mio pantagrdph devi essere ben contenta questa volta di tante mie lettere se ancora ti può rendere contenta la roba che viene da me tu canaglia devi passartela splendidamente senza el vedo da canto mi pare di vederti u scire tutta pimpante dritta al tramway o alla carrozza senz aver bisogno di chiamare nessuno sei ancora più libera del solito la settimana prossima le mie lettere saranno più brevi domani farò conto d essere appena arrivato e incomincerò il mio lavoro solito per l assenza solita cosi non c è più bisogno di tanto inchiostro questa volta mi pareva d essere partito per charlton con le sue assenze interminabili cosi questa è l ultima lettera della grande assenza domani comincia quella della piccola salutami caramente tutti mi darai relazione come avete passata la domenica chi ha vinto alle boccie bocce spero che l assenza ti abbia rinfrescata la memoria anch io non vedo l ora di essere a casa la hitti fa quanto può per rendermi gradevole il soggiorno qui ma ti abbraccio di cuore cara livia tuo ettore ieri volevo andare da navarra gli telefonai non c era e non sapevano dirmi quando sarebbe venuto più tardi mi chiamò luial telefono guardò i libri e seppe dirmi che tutto era in regola mi disse anche che in caso di mora riceverei una sua lettera raccomandata di ammonizione,Ettore Schmitz,negative,sadness
